family,pi_conj,backbone_rig,dop_affinity,chain_len,mol_wt,homo_lumo_gap,ioniz_pot,electron_aff,sidechain_pol,crystallinity,charge_mob,disorder,dopant_conc,log_sigma,fp000,fp001,fp002,fp003,fp004,fp005,fp006,fp007,fp008,fp009,fp010,fp011,fp012,fp013,fp014,fp015,fp016,fp017,fp018,fp019,fp020,fp021,fp022,fp023,fp024,fp025,fp026,fp027,fp028,fp029,fp030,fp031,fp032,fp033,fp034,fp035,fp036,fp037,fp038,fp039,fp040,fp041,fp042,fp043,fp044,fp045,fp046,fp047,fp048,fp049,fp050,fp051,fp052,fp053,fp054,fp055,fp056,fp057,fp058,fp059,fp060,fp061,fp062,fp063
Polyaniline,0.847,0.5722,0.9125,32,6140.6,1.0823,4.3844,3.0791,0.7553,0.3186,0.4204,0.6625,0.1434,6.6625,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
PEDOT,1.0,1.0,0.6038,40,5338.0,0.8023,4.7728,3.5793,0.8443,0.5246,0.8198,0.6073,0.1226,9.5761,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0
Polyaniline,0.8514,0.6918,1.0,24,2499.3,1.3061,4.1852,2.6763,0.2128,0.5812,0.6673,0.4208,0.1282,8.0213,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
PEDOT,1.0,0.9424,0.7079,51,5730.2,0.5854,4.7715,4.0,0.2451,0.6561,0.8235,0.3965,0.1739,10.7347,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Polycarbazole,0.7639,0.8478,0.3843,55,8114.8,1.5782,5.1031,3.3067,0.1956,0.4611,0.4529,0.6431,0.1174,3.1067,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0
PEDOT,1.0,0.9532,0.6761,72,11466.5,0.7,4.7938,3.9096,0.3988,0.6509,0.7774,0.4593,0.3377,9.5491,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1
Polycarbazole,0.8303,0.9033,0.3364,64,8260.0,1.149,5.1602,3.7325,0.5726,0.4287,0.613,0.5729,0.1436,4.3075,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0
Polyfluorene,0.8172,1.0,0.4193,17,2072.0,1.2274,5.2078,3.7629,0.1829,0.752,0.5072,0.2845,0.3372,4.8833,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
Polyaniline,0.8516,0.7583,0.9034,63,8027.4,1.0382,4.4853,3.2396,0.6827,0.6507,0.6278,0.3974,0.1287,7.5985,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Polyfluorene,0.7481,0.8848,0.4522,70,7352.2,1.2991,4.8968,3.29,0.7027,0.8446,0.4663,0.2025,0.2593,5.2557,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Polyfluorene,0.8011,0.8502,0.4724,24,2243.4,1.1422,5.0537,3.6056,0.1237,0.628,0.5591,0.5137,0.3648,5.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Polycarbazole,0.781,0.9772,0.2911,12,1127.9,1.5888,5.3679,3.7392,0.4056,0.6557,0.4502,0.4272,0.1656,3.258,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0
Polythiophene,0.9656,0.8436,0.6086,55,9785.6,0.6126,4.7853,4.0,0.766,0.3888,0.7307,0.6864,0.0695,8.0501,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
Polyaniline,0.8182,0.5998,0.9311,66,6835.6,1.0084,4.3135,3.0448,0.6442,0.5402,0.5541,0.4388,0.2691,7.731,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
PEDOT,0.9798,1.0,0.6625,20,3049.2,0.7781,4.7451,3.7902,0.5924,0.7349,0.7894,0.3119,0.3595,9.7801,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Polyaniline,0.7474,0.8011,0.8692,27,4141.3,1.2983,4.2016,2.796,0.6134,0.5653,0.4051,0.3959,0.1414,6.6302,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
Polythiophene,0.9455,0.8137,0.6023,29,2788.7,0.762,4.9181,3.9896,0.2571,0.6225,0.6988,0.448,0.1455,8.3622,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0
Polyaniline,0.9668,0.6471,0.8998,25,2470.8,0.7771,4.4142,3.3852,0.7224,0.5334,0.6977,0.5057,0.269,8.2792,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0
Polyaniline,0.8267,0.7153,0.8858,78,14828.6,1.1463,4.4121,2.8845,0.6402,0.5556,0.5855,0.2566,0.3632,7.5119,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0
Polypyrrole,0.9731,0.8156,1.0,76,10426.5,0.752,4.1579,3.1362,0.2609,0.6496,0.7156,0.3817,0.0775,8.8122,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
Polypyrrole,0.8632,0.7418,0.9984,62,6771.1,1.2728,4.2086,2.7125,0.4655,0.5442,0.6241,0.4234,0.174,8.2858,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0
Polyfluorene,0.7742,0.9265,0.5463,75,9315.8,1.3664,4.9302,3.3247,0.6495,0.5753,0.4091,0.3779,0.3367,5.2022,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0
Polyfluorene,0.7308,0.8539,0.4417,76,10907.6,1.3476,5.0771,3.6049,0.3114,0.5671,0.4256,0.5277,0.1776,4.5062,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Polypyrrole,0.8482,0.7237,0.8521,67,10027.5,1.1535,4.4606,3.1218,0.8063,0.5239,0.5892,0.5142,0.3829,7.4694,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
Polyaniline,0.865,0.5498,0.8988,27,2915.0,0.8351,4.2673,3.274,0.7679,0.378,0.6524,0.646,0.2118,7.4677,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Polycarbazole,0.7615,0.9764,0.2673,59,8650.0,1.5406,5.4528,3.5073,0.5726,0.7207,0.4466,0.1213,0.1432,4.0388,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0
PEDOT,0.8757,0.8246,0.4881,41,3577.8,1.0682,5.2764,3.8808,0.3196,0.4764,0.6781,0.4433,0.3429,8.3577,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
PEDOT,1.0,0.8592,0.7055,59,8030.2,0.3289,4.8203,4.0,0.1764,0.805,0.8257,0.05,0.2917,10.4726,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PEDOT,1.0,0.873,0.6841,34,3173.7,0.5012,4.5748,4.0,0.6697,0.5533,0.8487,0.4396,0.054,9.4482,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1
Polyaniline,0.8833,0.7438,0.9633,31,2498.1,1.0788,4.1988,2.9602,0.2179,0.775,0.6106,0.3104,0.0788,7.6812,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Polypyrrole,0.8876,0.7163,0.7791,45,8035.3,1.0801,4.3431,3.0562,0.3119,0.5129,0.6729,0.5446,0.2144,8.4591,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1
Polyfluorene,0.7838,0.8761,0.5678,25,3624.0,1.2412,4.8806,3.5151,0.1313,0.5505,0.5246,0.4625,0.2533,4.947,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
Polyaniline,0.7699,0.5999,0.8757,35,5152.8,1.2641,4.5787,2.987,0.7165,0.3855,0.4475,0.6399,0.1115,6.6196,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Polythiophene,1.0,0.7726,0.7641,15,1874.5,0.5117,4.7416,3.9286,0.8545,0.4977,0.8363,0.4406,0.1008,8.4043,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
Polyfluorene,0.7474,0.7872,0.4131,35,5458.3,1.3578,4.9976,3.4857,0.8277,0.6216,0.4468,0.6318,0.1492,3.6352,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Polyfluorene,0.708,0.8411,0.441,16,1948.3,1.5019,5.1544,3.4221,0.1743,0.522,0.4765,0.5762,0.1687,4.5288,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
Polythiophene,0.9472,0.7781,0.6892,29,3322.7,0.7457,4.5031,3.7084,0.3654,0.6356,0.77,0.3548,0.3903,9.0443,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
Polythiophene,0.972,0.7656,0.6954,45,8622.9,0.9059,4.5388,3.4178,0.1267,0.4653,0.8245,0.5242,0.2837,8.1937,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
Polythiophene,0.8814,0.7556,0.8257,77,8230.7,1.094,4.5633,3.3932,0.583,0.4503,0.6544,0.5612,0.2949,8.1953,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0
Polythiophene,0.9724,0.9157,0.6738,22,2360.4,0.5866,4.544,3.709,0.2102,0.6095,0.7794,0.3937,0.3152,8.5049,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
PEDOT,0.8757,0.938,0.6675,46,6955.7,0.8853,4.775,3.6913,0.1564,0.7357,0.6722,0.2556,0.1288,8.4295,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1
Polycarbazole,0.7221,0.9136,0.4431,28,4214.0,1.4583,4.9563,3.3874,0.7368,0.6872,0.3498,0.2387,0.2867,4.1148,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Polypyrrole,0.8325,0.6138,0.8898,30,4493.1,1.2071,4.2202,2.7429,0.6577,0.5057,0.6061,0.6212,0.3877,7.6049,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Polypyrrole,0.8275,0.7749,0.88,73,10405.1,1.0141,4.2909,3.1808,0.31,0.5566,0.4986,0.4771,0.3096,7.9208,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Polyaniline,0.849,0.6092,0.9243,67,11554.6,1.1074,4.2853,3.0273,0.7935,0.3966,0.5992,0.5323,0.0955,7.393,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Polyaniline,0.8024,0.6795,0.883,56,5667.4,1.172,4.261,2.8125,0.4509,0.5257,0.5167,0.4372,0.2425,7.3134,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Polycarbazole,0.6299,0.9077,0.234,15,1264.0,1.5288,5.3134,3.7033,0.1037,0.7477,0.2867,0.2507,0.3402,3.613,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0
Polyfluorene,0.8016,0.943,0.4386,31,3044.0,1.4406,4.9702,3.2513,0.8559,0.4865,0.5077,0.4353,0.2477,4.632,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Polypyrrole,0.9013,0.7388,0.7156,11,1423.0,0.9142,4.4914,3.3808,0.5553,0.6445,0.5624,0.2784,0.083,7.5746,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Polypyrrole,0.8787,0.7661,0.8027,78,8149.4,0.8883,4.3635,3.3371,0.4863,0.6114,0.5677,0.378,0.2161,6.9907,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Polycarbazole,0.7191,0.8956,0.3756,73,10039.7,1.4787,5.0404,3.297,0.2082,0.4545,0.4226,0.5787,0.303,3.7435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Polyaniline,0.7458,0.6735,0.8613,11,1934.6,1.4132,4.2579,2.7399,0.6554,0.3043,0.4564,0.8028,0.2413,6.4921,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0
Polycarbazole,0.7798,0.8992,0.325,35,2890.2,1.1048,5.2676,3.9102,0.7649,0.7724,0.5342,0.1793,0.193,4.5792,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0
PEDOT,1.0,1.0,0.6453,63,12030.5,0.6847,4.8185,3.8436,0.427,0.5795,0.8037,0.3523,0.236,9.5733,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0
Polyfluorene,0.7793,0.8706,0.433,34,5398.8,1.3179,4.9374,3.379,0.3344,0.5332,0.4212,0.5653,0.1784,4.5473,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polyaniline,0.8203,0.6289,0.8967,28,5527.0,1.3155,4.3003,2.6901,0.2168,0.446,0.5293,0.534,0.2174,7.0556,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
PEDOT,0.9533,0.8186,0.6269,22,3944.9,0.7176,4.6504,3.716,0.4011,0.5662,0.7397,0.3531,0.2953,9.3592,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Polyaniline,0.8443,0.5847,0.9014,39,4090.2,1.0354,4.7168,3.592,0.5286,0.4381,0.5972,0.5207,0.3684,7.6112,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Polyaniline,0.8231,0.5985,0.8473,8,1223.3,1.1112,4.2496,3.0745,0.6284,0.4297,0.5479,0.5822,0.1471,6.8988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
PEDOT,0.9151,0.8543,0.6719,26,3125.9,1.1048,4.7113,3.4215,0.2364,0.4212,0.669,0.5107,0.2039,9.8911,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
Polypyrrole,0.8823,0.7408,0.7702,20,2272.7,1.0965,4.6529,3.3648,0.4362,0.2858,0.6034,0.6597,0.1217,7.4019,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
Polyfluorene,0.8763,0.9603,0.4127,49,8113.7,1.1348,4.9212,3.574,0.7665,0.5469,0.5597,0.4512,0.075,4.8192,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
Polythiophene,0.9177,0.6659,0.7066,68,6855.0,0.6858,4.5226,3.6783,0.3846,0.7439,0.6888,0.1735,0.3462,8.6369,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
Polypyrrole,0.8179,0.6988,0.8255,8,1043.8,1.2951,4.527,2.9028,0.4211,0.5229,0.5654,0.4765,0.2347,8.1062,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
Polypyrrole,0.8215,0.7925,0.8213,61,7628.4,1.0874,4.3857,3.1331,0.6589,0.5894,0.5456,0.2908,0.173,7.8226,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
Polythiophene,0.9644,0.7838,0.7613,11,1335.1,0.8096,4.4014,3.3849,0.1376,0.5462,0.7865,0.5193,0.3762,9.6306,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0
Polycarbazole,0.6995,0.9167,0.3015,26,2822.3,1.316,5.228,3.6057,0.1635,0.6826,0.3074,0.2543,0.2332,4.0075,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0
